Salary,DOJ,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
335000,2014-04-01,programmer analyst,Bangalore,f,1992-06-13,85.0,state,2009,95.0,state,2,B.Tech/B.E.,electronics and communication engineering,75.8,1,Telangana,2013,450,450,620,0.538386892985096,415,333,-1,-1,-1,286,-1,0.7027,0.7119,-0.1437,-1.5021,-0.4776
150000,2015-03-01,production engineer,Greater Noida,m,1993-08-21,71.1,cbse,2011,64.5,state,2,B.Tech/B.E.,mechanical engineering,60.05,0,Uttar Pradesh,2015,560,340,390,0.328746378624932,-1,-1,-1,346,-1,-1,-1,-0.0154,-0.6201,-0.4511,0.1459,-1.244
380000,2014-07-01,product engineer,Bangalore,m,1991-09-11,80.4,cbse,2009,92.25,state,2,B.Tech/B.E.,telecommunication engineering,67.22,1,Karnataka,2014,755,620,570,-1.0,595,-1,469,-1,-1,-1,-1,-0.7335,-0.4536,1.7007,0.0192,0.0973
350000,2014-10-01,junior engineer,Mangalore,m,1991-04-05,73.0,cbse,2009,74.0,state,2,B.Tech/B.E.,mechanical engineering,82.0,1,Karnataka,2013,615,350,400,0.535862819499896,-1,-1,-1,393,-1,-1,-1,-0.0154,0.0459,0.3174,0.7798,-0.6692
60000,2014-01-01,software developer,Kolkata,m,1990-03-28,73.0,state,2007,65.0,state,2,B.Tech/B.E.,computer engineering,83.0,1,West Bengal,2013,360,585,575,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-2.7443,-3.4506,-1.6807,-0.2344,-4.3099
105000,2014-07-01,software engineer,Bangalore,m,1992-04-26,85.72,state,2009,91.58,state,2,B.Tech/B.E.,electronics and communication engineering,78.5,0,Tamil Nadu,2013,475,485,455,0.376059586651545,-1,300,-1,-1,-1,393,-1,-0.880999999999999,0.3838,-0.7068,-0.8778,-0.9194
140000,2011-01-01,research engineer,Udaipur,m,1991-05-09,77.2,cbse,2009,71.2,cbse,2,B.Tech/B.E.,computer science & engineering,74.09,0,Rajasthan,2014,455,495,370,0.0409993103614119,425,-1,223,-1,-1,-1,-1,0.1282,-0.9531,-0.1437,0.1459,-0.0943
330000,2014-06-01,systems engineer,Bhubaneshwar,m,1991-06-11,89.76,icse,2009,82.0,cbse,1,B.Tech/B.E.,electronics and instrumentation engineering,72.0,0,Orissa,2017,595,590,665,0.849802713510871,505,-1,-1,-1,-1,-1,-1,0.8463,1.3779,0.4711,-0.8682,0.8637
300000,2011-06-01,senior software engineer,New Delhi,m,1988-07-08,57.0,n/a,2004,62.0,n/a,2,MCA,computer application,74.23,0,Uttar Pradesh,2011,405,385,415,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.8083,-1.3713,-0.0537,-0.4078,-0.6035
120000,2014-07-01,business development manager,Noida,m,1992-08-20,67.0,state,2009,61.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,62.0,0,Uttar Pradesh,2014,500,470,485,0.493596387301038,345,324,-1,-1,-1,-1,-1,-1.1644,-0.2871,0.3174,1.0333,0.6721
250000,2014-10-01,network engineer,Noida,m,1992-09-10,77.0,icse,2009,70.0,icse,2,B.Tech/B.E.,electronics and communication engineering,66.72,0,Uttar Pradesh,2014,525,590,635,0.112139438207403,-1,228,-1,-1,-1,388,-1,-0.0154,-0.2871,-1.527,-0.4879,-2.2021
95000,2012-05-01,it assistant,Gurgaon,m,1988-06-02,58.0,state,2004,67.0,state,2,MCA,computer application,65.0,0,Uttar Pradesh,2012,415,405,365,0.563267823666597,425,466,-1,-1,-1,-1,-1,0.2009,-1.2543,-0.3803,1.4724,-0.7615
250000,2013-12-01,marketing manager,-1,m,1991-01-24,87.4,icse,2009,75.14,state,2,B.Tech/B.E.,electronics & instrumentation eng,89.4,0,Orissa,2013,660,380,680,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-1.2486,0.2889
200000,2013-10-01,data analyst,Hyderabad,f,1986-11-21,51.36,n/a,2008,73.3,n/a,2,B.Tech/B.E.,computer engineering,69.2,0,Karnataka,2011,365,385,315,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.5719,1.1248,1.2525,-0.9953,0.8183
380000,2012-12-01,quality assurance test engineer,Bangalore,f,1989-07-01,83.0,cbse,2007,74.4,cbse,2,B.Tech/B.E.,information technology,74.0,0,Orissa,2011,365,585,415,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.2828,0.9688,0.672,1.0024,1.1343
395000,2014-01-01,assistant systems engineer,Chennai,m,1992-03-30,87.0,cbse,2009,73.0,cbse,2,B.Tech/B.E.,computer engineering,66.6,0,Uttar Pradesh,2013,625,585,750,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-0.5899,0.0459,-0.9122,-1.1218,-0.4776
335000,2014-02-01,programmer analyst,Chennai,m,1990-03-27,75.0,cbse,2007,62.8,cbse,2,B.Tech/B.E.,electronics & instrumentation eng,65.0,0,Uttar Pradesh,2013,490,530,485,-1.0,-1,-1,-1,-1,-1,-1,-1,0.7027,0.7119,0.7785,-0.2344,0.0973
285000,2013-02-01,customer service representative,Pune,m,1989-09-17,74.6,cbse,2006,58.0,cbse,2,B.Tech/B.E.,computer engineering,73.86,0,Uttar Pradesh,2011,710,585,530,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.2782,1.7488,0.3817,0.6204,0.9763
300000,2014-02-01,system engineer,Bangalore,m,1991-06-04,83.0,cbse,2008,70.0,state,2,B.Tech/B.E.,computer science & engineering,72.0,0,Uttar Pradesh,2013,385,640,690,0.996744486852253,655,-1,623,-1,-1,-1,-1,-0.7335,0.3789,-0.1437,0.2727,0.4805
2300000,2014-03-01,software developer,"Kalmar, Sweden",m,1989-06-11,84.67,state,2007,77.1,state,2,B.Tech/B.E.,electronics & instrumentation eng,76.5,1,Tamil Nadu,2011,545,675,655,0.910770164246022,405,433,-1,-1,-1,-1,-1,-1.0355,1.7488,1.2525,0.5323,1.1343
300000,2014-05-01,android developer,Bangalore,m,1992-09-13,87.0,state,2010,81.0,state,2,B.Tech/B.E.,electronics and communication engineering,72.0,0,Tamil Nadu,2014,570,495,525,0.0531603052826837,475,196,-1,-1,-1,-1,-1,0.5591,-0.1206,0.01,-1.6289,-1.6273
300000,2014-12-01,rf engineer,Trichy,m,1990-11-17,78.53,state,2008,68.5,state,2,B.Tech/B.E.,electronics engineering,63.7,0,Maharashtra,2013,560,495,500,-1.0,365,-1,-1,-1,-1,-1,-1,-0.159,-1.6191,1.3933,-2.136,-2.5853
400000,2014-01-01,software developer,Bangalore,m,1989-10-26,73.0,cbse,2006,61.6,cbse,1,B.Tech/B.E.,information technology,66.9,0,Rajasthan,2013,595,570,725,0.953899775079926,535,-1,530,-1,-1,-1,-1,-0.4463,0.5454,0.4711,0.7798,-0.8608
500000,2011-11-01,embedded software engineer,Bangalore,m,1987-07-18,67.7,state,2005,78.2,state,2,B.Tech/B.E.,information technology,71.0,0,Uttar Pradesh,2011,515,475,485,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.51,0.8128,1.8331,0.1798,0.8183
175000,2011-03-01,it support specialist,Chennai,m,1988-06-02,54.0,n/a,2006,68.0,n/a,2,B.Tech/B.E.,electronics and communication engineering,69.0,0,Tamil Nadu,2010,505,295,375,-1.0,345,-1,-1,-1,-1,-1,-1,0.2009,-0.7473,-0.6343,-0.9953,-1.3934
240000,2014-01-01,human resource assistant,Secunderabad,m,1991-04-07,67.0,state,2008,65.0,state,2,B.Tech/B.E.,information technology,62.0,1,Telangana,2012,375,355,255,0.190153405601018,315,-1,-1,-1,-1,-1,-1,-0.1082,-0.9033,-0.0537,0.6498,-1.2354
120000,2014-11-01,technical support executive,"A-64,sec-64,noida",m,1991-06-15,48.0,state,2008,54.0,state,2,B.Tech/B.E.,information technology,56.0,0,Uttar Pradesh,2014,325,335,390,0.356536487724475,185,-1,346,-1,-1,-1,-1,-1.308,-1.7856,0.01,0.0192,-2.3937
325000,2014-06-01,systems engineer,Hyderabad,m,1992-09-01,96.0,icse,2010,79.5,state,2,B.Tech/B.E.,computer science & engineering,90.0,0,Orissa,2014,765,670,720,0.842248322257836,575,-1,469,-1,-1,-1,-1,-0.4463,1.2114,0.9322,1.1601,-0.0943
135000,2014-09-01,php developer,Noida,f,1993-05-01,64.0,state,2010,63.6,state,2,B.Tech/B.E.,computer science & engineering,75.9,0,Uttar Pradesh,2014,420,510,475,0.911395278391328,465,-1,500,-1,-1,-1,-1,0.4155,-0.1206,-0.2974,-2.0092,-0.4776
590000,2013-11-01,software engineer,-1,m,1991-03-02,87.4,cbse,2009,86.8,cbse,2,B.Tech/B.E.,computer science & engineering,82.4,1,Delhi,2013,615,595,705,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-1.0208,0.0459,0.01,0.2727,0.2889
100000,2013-09-01,hr assistant,Chennai,f,1992-07-12,88.0,state,2009,81.0,state,2,B.Tech/B.E.,computer science & engineering,78.5,1,Tamil Nadu,2013,450,535,415,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-1.1644,-1.2861,-0.7585,-0.2344,1.4386
275000,2014-04-01,software engineer,Noida,m,1992-07-07,53.8,cbse,2009,59.6,cbse,2,B.Tech/B.E.,information technology,80.68,0,Uttarakhand,2013,425,560,370,0.992259189330951,665,-1,-1,-1,-1,-1,-1,-1.6924,0.8128,0.0914,1.5018,-0.4455
60000,2014-09-01,test engineer,Lucknow,f,1991-09-05,84.0,icse,2009,87.0,icse,2,B.Tech/B.E.,computer science & engineering,80.3,0,Uttar Pradesh,2013,615,470,470,0.930370607202691,565,-1,-1,-1,-1,-1,-1,-0.0154,0.7119,1.2396,-0.7415,1.247
190000,2013-11-01,technical support engineer,Chennai,m,1990-11-02,83.0,state,2009,86.0,state,2,B.Tech/B.E.,electronics and communication engineering,71.0,1,Tamil Nadu,2013,555,555,280,0.376059586651545,425,300,-1,-1,-1,313,-1,-0.159,0.8784,0.7785,0.1459,1.247
120000,2014-10-01,sales executive,Hyderabad,m,1991-11-01,85.0,state,2009,85.6,state,2,M.Tech./M.E.,computer science & engineering,80.0,1,Telangana,2015,630,510,485,0.622642915849938,585,-1,407,-1,-1,-1,-1,1.2772,0.0459,0.3174,-0.995,1.0554
250000,2014-02-01,android developer,-1,m,1993-11-21,71.0,cbse,2009,60.0,cbse,2,B.Tech/B.E.,information technology,63.0,0,Uttar Pradesh,2013,465,355,515,0.356536487724475,425,-1,346,-1,-1,-1,-1,-3.1994,-0.9033,-1.2148,-0.0552,-2.0253
300000,2014-11-01,programmer analyst,Chennai,m,1992-04-20,90.3,state,2010,83.5,state,2,B.Tech/B.E.,electronics & telecommunications,61.63,1,Maharashtra,2014,500,440,340,0.538386892985096,-1,333,-1,-1,-1,366,-1,-0.159,0.3789,0.3174,-0.4879,1.0554
330000,2012-05-01,software engineer,Bangalore,m,1989-02-26,70.0,state,2007,60.0,cbse,2,B.Tech/B.E.,computer engineering,64.3,0,Madhya Pradesh,2011,645,465,575,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-0.4173,-1.8393,-0.344,1.1199,0.1864
400000,2014-07-01,electronic field service engineer,-1,m,1992-10-19,81.4,cbse,2009,71.0,cbse,2,B.Tech/B.E.,electronics & telecommunications,77.0,0,Orissa,2014,580,370,500,0.207392169717661,475,260,-1,-1,-1,-1,-1,-0.0154,0.3789,0.7785,-0.2344,1.4386
120000,2011-08-01,electrical project engineer,Ahmedabad,m,1989-12-31,75.0,state,2007,59.6,state,2,B.Tech/B.E.,electronics and electrical engineering,61.51,1,Gujarat,2011,520,425,385,0.557389505646088,315,324,-1,-1,420,-1,-1,0.2718,-0.1206,0.4711,-0.6147,-0.2859
330000,2014-11-01,system engineer,Mumbai,f,1993-03-20,86.0,state,2010,78.83,state,2,B.Tech/B.E.,information technology,69.43,0,Maharashtra,2014,465,475,500,0.884122511593735,535,-1,-1,-1,-1,-1,-1,1.5644,0.3789,1.0859,-1.1218,-0.0943
300000,2013-09-01,assistant programmer,Pune,f,1990-11-09,66.0,state,2009,64.0,state,2,B.Tech/B.E.,computer science & engineering,65.0,0,Rajasthan,2013,370,355,385,0.294295423383813,-1,-1,-1,-1,-1,-1,-1,1.2772,1.0449,1.7007,-1.3753,0.6721
130000,2015-02-01,test engineer,Bangalore,m,1990-04-12,72.0,state,2008,75.0,state,2,M.Tech./M.E.,other,87.5,1,Telangana,2014,335,285,345,-1.0,-1,300,-1,-1,-1,-1,-1,-0.1082,0.3448,0.0914,1.3549,0.0284
335000,2013-07-01,systems engineer,Bangalore,f,1989-06-29,90.0,state,2008,87.0,state,2,B.Tech/B.E.,computer engineering,76.0,0,Andhra Pradesh,2012,554,455,495,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.9737,0.9688,0.2366,2.765,-0.0167
370000,2012-06-01,software developer,Noida,f,1988-09-09,79.0,cbse,2006,69.4,cbse,2,MCA,computer application,65.0,0,Punjab,2011,495,555,545,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.0464,-0.4353,0.672,0.0623,0.0284
145000,2012-01-01,data analyst,Bangalore,m,1989-10-05,67.6,state,2007,50.0,state,2,B.Tech/B.E.,information technology,65.0,0,Chhattisgarh,2011,445,495,325,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.3555,-0.1232,-0.9245,-0.4078,0.8183
325000,2012-12-01,software engineer,Kolkata,m,1990-06-09,89.0,state,2008,94.3,state,2,B.Tech/B.E.,computer engineering,76.2,1,Telangana,2012,720,645,750,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.0154,-0.1206,-0.7585,-0.995,-1.4356
180000,2012-05-01,technical support engineer,-1,m,1988-06-30,79.0,icse,2007,81.0,icse,2,B.Tech/B.E.,computer engineering,72.04,0,Uttar Pradesh,2011,455,435,554,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-1.0355,0.0328,-1.6502,1.0024,0.3444
495000,2012-03-01,system engineer,-1,m,1988-07-05,85.4,cbse,2006,80.2,cbse,1,B.Tech/B.E.,computer engineering,88.1,0,Jammu and Kashmir,2011,415,565,595,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.6646,0.6568,0.2366,-0.7603,0.0284
115000,2012-07-01,assistant professor,Visakhapatnam,f,1989-12-29,69.2,n/a,2007,87.4,n/a,2,B.Tech/B.E.,electronics and communication engineering,76.9,0,Andhra Pradesh,2011,415,435,415,-1.0,285,-1,-1,-1,-1,-1,-1,-1.308,-1.1196,-3.0639,-0.3612,-0.6692
280000,2013-02-01,software engineer,Hyderabad,m,1991-08-23,89.0,state,2008,96.0,state,2,B.Tech/B.E.,information technology,74.5,1,Telangana,2012,355,345,405,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.2009,1.6708,0.5994,0.0623,0.5024
475000,2010-08-01,product developer,chennai,m,1989-01-05,87.8,state,2006,95.0,state,2,B.Tech/B.E.,electronics and communication engineering,74.9,0,Andhra Pradesh,2010,525,465,615,0.376059586651545,475,300,-1,-1,-1,-1,-1,-0.880999999999999,-1.8393,-1.7954,-0.2902,-2.0253
345000,2014-11-01,graduate engineer trainee,Gurgaon,m,1992-03-06,86.1,icse,2010,74.83,cbse,2,B.Tech/B.E.,electronics and electrical engineering,73.9,0,Orissa,2014,545,570,665,0.684565067658204,475,260,-1,-1,452,-1,-1,-1.1644,0.7119,-0.2974,1.2869,0.8637
500000,2010-09-01,associate software engineer,Bangalore,m,1989-01-22,86.8,state,2006,78.2,state,2,B.Tech/B.E.,computer engineering,75.73,1,Karnataka,2010,635,535,495,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.7264,0.5008,0.2366,0.7673,-0.2875
265000,2014-09-01,qa analyst,Pune,f,1992-08-06,85.83,state,2010,86.0,state,2,B.Tech/B.E.,information technology,86.0,0,Maharashtra,2014,315,480,295,0.144789889482462,365,-1,284,-1,-1,-1,-1,-0.159,-1.2861,-0.9122,-2.0092,-1.244
400000,2012-01-01,software engineer,Chennai,m,1989-08-02,82.2,state,2007,81.33,state,2,B.Tech/B.E.,electronics and electrical engineering,90.0,0,Tamil Nadu,2011,425,415,425,0.376059586651545,515,300,-1,-1,-1,-1,-1,-0.1082,0.3448,0.672,-0.4078,0.6603
180000,2014-06-01,it recruiter,Ahmedabad,m,1989-11-09,79.6,cbse,2008,50.4,state,2,B.Tech/B.E.,computer engineering,58.1,0,Gujarat,2014,640,520,390,0.953899775079926,435,-1,530,-1,-1,-1,-1,-0.8772,-0.4536,-0.9122,0.653,-1.244
240000,2015-01-01,embedded software engineer,Hyderabad,m,1992-07-22,71.0,state,2009,65.4,state,2,B.Tech/B.E.,electronics and communication engineering,69.9,0,Uttar Pradesh,2013,605,580,465,0.943272157866555,375,452,-1,-1,-1,-1,-1,1.2772,0.7119,0.3174,-1.1218,1.4386
240000,2015-03-01,business analyst consultant,Pune,m,1992-11-13,59.0,state,2009,55.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,66.0,0,Rajasthan,2013,700,570,485,0.112139438207403,385,228,469,-1,-1,-1,-1,1.9953,0.3789,1.2396,-1.7556,1.4386
180000,2014-05-01,hardware engineer,Bangalore,f,1991-10-18,86.4,n/a,2009,64.0,n/a,2,B.Tech/B.E.,electronics and communication engineering,55.07,1,Karnataka,2013,615,610,530,0.124502074009537,-1,233,-1,-1,-1,-1,-1,0.4155,0.5454,-1.0659,0.2727,1.0554
100000,2013-07-01,lecturer,Bhubaneswar,m,1992-06-09,83.6,state,2009,74.89,state,2,B.Tech/B.E.,mechanical engineering,67.6,0,Orissa,2016,555,535,650,0.971663490820888,-1,-1,-1,553,-1,-1,-1,-0.0154,-0.1206,-0.2974,-0.6147,-0.2859
390000,2014-07-01,associate software engineer,Hyderabad,m,1992-11-09,84.83,state,2010,93.3,state,2,B.Tech/B.E.,computer science & engineering,65.5,1,Telangana,2014,675,545,545,0.953899775079926,395,-1,530,-1,-1,-1,-1,1.2772,0.0459,1.547,0.0192,0.8637
260000,2013-12-01,data analyst,Bangalore,m,1991-09-07,84.43,icse,2009,63.33,state,2,B.Tech/B.E.,instrumentation engineering,61.13,1,Karnataka,2013,665,530,605,0.446198249677897,425,-1,-1,-1,-1,-1,-1,1.1336,0.8784,0.9322,-0.4879,-0.2859
115000,2011-01-01,system engineer,Chennai,m,1988-12-03,76.36,state,2006,71.5,state,2,B.Tech/B.E.,computer engineering,60.13,0,Andhra Pradesh,2010,445,465,355,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.9737,0.6568,-0.344,-1.2303,-0.6035
105000,2014-04-01,software developer,Noida,m,1991-12-09,75.0,cbse,2009,65.0,cbse,2,B.Tech/B.E.,information technology,63.0,0,Uttar Pradesh,2013,465,580,665,0.622642915849938,535,-1,407,-1,-1,-1,-1,1.2772,-0.2871,1.7007,-1.1218,-0.8608
180000,2013-12-01,customer support engineer,Bangalore,m,1991-06-15,55.6,state,2009,56.2,state,2,B.Tech/B.E.,electronics engineering,65.9,0,Uttar Pradesh,2013,380,520,500,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-1.8825,-3.4506,-2.1418,0.7798,-2.9686
305000,2014-09-01,programmer analyst,Coimbatore,f,1991-05-03,92.0,icse,2009,89.0,icse,2,B.Tech/B.E.,computer science & engineering,64.08,0,Punjab,2014,800,475,695,0.356536487724475,535,-1,346,-1,-1,-1,-1,0.99,1.7109,1.547,-2.136,0.2889
350000,2015-04-01,graduate engineer,New Delhi,m,1991-12-13,87.6,cbse,2010,77.6,cbse,2,B.Tech/B.E.,electronics and electrical engineering,76.22,1,Delhi,2014,510,655,535,0.193768441980019,-1,292,-1,-1,324,-1,-1,-2.457,-1.2861,-0.1437,0.5262,-0.4776
525000,2014-03-01,programmer,Ratnagiri,m,1989-06-05,77.86,state,2006,64.33,state,2,M.Tech./M.E.,computer science & engineering,70.0,0,Maharashtra,2013,590,555,590,0.990008756723898,655,-1,-1,-1,-1,-1,-1,-1.4517,-1.1196,0.6248,1.794,-0.0943
310000,2014-07-01,junior software developer,pune,m,1991-12-01,88.83,cbse,2009,70.8,cbse,2,B.Tech/B.E.,information technology,65.63,0,Kerala,2014,475,615,665,0.144789889482462,495,-1,284,-1,-1,-1,-1,0.2718,-0.1206,0.1637,0.7798,-0.0943
300000,2013-04-01,programmer,hyderabad,m,1989-05-24,80.5,state,2008,71.25,state,2,B.Tech/B.E.,computer engineering,65.0,0,Andhra Pradesh,2011,615,555,645,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.2628,0.8128,-1.3599,-0.1727,0.1864
600000,2011-08-01,programmer analyst,Chennai,m,1990-05-03,88.18,n/a,2007,90.33,n/a,2,B.Tech/B.E.,computer engineering,70.0,1,Tamil Nadu,2011,685,715,645,0.998086556504608,715,-1,-1,-1,-1,-1,-1,-2.1175,-0.5913,-2.2308,0.8848,-1.0774
240000,2014-08-01,software engineer,Mumbai,m,1992-07-24,82.0,state,2009,79.23,state,2,B.Tech/B.E.,electronics and communication engineering,70.0,0,Rajasthan,2013,605,565,645,-1.0,545,-1,-1,-1,-1,-1,-1,0.7027,1.2114,0.9322,-1.1218,0.2889
215000,2012-08-01,software test engineer,New Delhi,m,1988-10-11,65.0,cbse,2008,67.0,state,2,B.Tech/B.E.,information technology,65.78,0,Uttar Pradesh,2011,405,475,404,0.342314899911815,365,-1,-1,-1,-1,-1,-1,-0.880999999999999,-0.1232,-0.4891,1.2374,0.0284
180000,2012-08-01,software developer,Jaipur,m,1990-09-25,84.83,state,2007,77.23,state,2,B.Tech/B.E.,information technology,73.5,1,Rajasthan,2012,415,545,605,0.735795709224656,475,-1,-1,-1,-1,-1,-1,1.1283,0.3838,-0.9245,0.7673,-0.2875
140000,2014-06-01,software engineer,Pune,m,1988-06-04,62.4,state,2006,67.17,state,2,B.Tech/B.E.,electronics & telecommunications,60.14,0,Maharashtra,2013,420,615,465,0.881620069530177,425,420,-1,-1,-1,-1,-1,-0.5899,-0.2871,0.01,0.1459,0.0973
450000,2011-10-01,software engineer,-1,m,1991-10-26,69.2,cbse,2008,67.8,cbse,2,B.Tech/B.E.,computer engineering,74.6,0,Uttar Pradesh,2012,535,510,455,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.2009,-1.5273,-0.0537,-0.0552,-1.1169
310000,2013-10-01,software engineer,Noida,m,1991-01-21,86.67,icse,2008,83.43,icse,1,B.Tech/B.E.,electronics and instrumentation engineering,80.38,0,West Bengal,2012,650,665,780,0.649389714846691,685,356,-1,-1,-1,-1,-1,-0.5899,0.2124,0.01,-1.5021,-0.8608
455000,2013-03-01,designer,Gurgaon,m,1990-12-20,81.0,cbse,2008,76.4,cbse,2,B.Tech/B.E.,mechanical engineering,69.7,0,Haryana,2012,510,385,455,0.840840968763718,-1,-1,-1,473,-1,-1,-1,0.8463,-0.9531,-0.7585,-1.3753,-2.2021
110000,2011-07-01,quality control inspection technician,Pondicherry,m,1990-05-20,83.3,state,2007,83.3,state,2,B.Tech/B.E.,electronics and communication engineering,76.6,0,Tamil Nadu,2011,435,325,405,0.694479327708463,145,366,-1,-1,-1,473,-1,-1.3447,0.0328,-1.2148,0.1798,-1.2354
480000,2014-03-01,qa analyst,Noida,m,1991-09-28,72.0,cbse,2008,69.0,state,2,MCA,computer application,65.5,0,Uttar Pradesh,2014,485,475,385,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.1644,-0.2871,0.4711,0.0192,0.585
200000,2015-02-01,software engineer,Pune,f,1993-12-13,81.0,cbse,2010,75.5,cbse,2,B.Tech/B.E.,computer science & engineering,82.8,0,West Bengal,2014,475,410,320,0.622642915849938,455,-1,407,-1,-1,-1,-1,0.2718,0.2124,0.01,1.0333,0.4805
950000,2012-01-01,business analyst,Noida,m,1989-09-16,88.0,cbse,2007,87.0,cbse,2,B.Tech/B.E.,applied electronics and instrumentation,66.0,0,Haryana,2011,535,635,715,-1.0,515,-1,-1,-1,-1,-1,-1,-2.272,-0.7473,-0.344,1.1199,-2.8152
240000,2012-12-01,software engineer,Noida,m,1991-07-01,72.0,state,2007,76.0,state,2,B.Tech/B.E.,information technology,71.32,0,Uttar Pradesh,2012,510,535,545,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.2782,1.4368,1.3977,0.0035,0.6603
110000,2014-10-01,qa analyst,Gurgaon,m,1993-07-10,54.0,state,2010,64.0,state,2,B.Tech/B.E.,computer science & engineering,62.0,0,Uttar Pradesh,2014,360,425,370,0.23780283983757,-1,-1,315,-1,-1,-1,-1,-0.0154,-0.1206,-0.7585,0.9066,-0.0943
115000,2014-07-01,gis/cad engineer,Bhubaneswar,f,1992-01-26,79.14,icse,2009,70.2,cbse,2,B.Tech/B.E.,electronics and communication engineering,76.0,0,Orissa,2014,510,470,440,0.207392169717661,435,260,-1,-1,-1,-1,-1,1.5644,1.0449,0.9322,-0.2344,0.8637
620000,2012-11-01,assistant manager,Jhajjar,m,1989-10-31,86.0,cbse,2008,68.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,70.0,0,Punjab,2011,595,445,575,0.538386892985096,-1,333,-1,-1,-1,340,-1,-0.7264,-0.9033,-1.0697,-0.4078,-0.1295
325000,2014-09-01,business analyst,delhi,f,1992-05-28,84.6,cbse,2010,66.4,cbse,1,B.Tech/B.E.,information technology,71.0,1,Delhi,2014,500,500,385,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-1.4517,0.3789,1.0859,-0.8682,1.247
270000,2014-07-01,engineer,-1,m,1992-02-10,95.2,cbse,2009,78.3,cbse,2,B.Tech/B.E.,mechanical engineering,73.52,0,Uttar Pradesh,2014,555,560,530,0.840840968763718,-1,-1,-1,473,-1,-1,-1,-1.0208,0.3789,-0.4511,0.0192,1.0554
450000,2013-07-01,senior mechanical engineer,Gulbarga,m,1992-01-21,90.5,state,2009,95.7,state,1,B.Tech/B.E.,mechanical engineering,82.09,1,Telangana,2013,510,680,780,0.971663490820888,445,-1,-1,553,-1,-1,-1,0.2718,0.0459,-0.6048,-0.2344,0.4805
450000,2013-03-01,system engineer,Mumbai,m,1990-05-06,76.0,cbse,2008,78.0,cbse,2,B.Tech/B.E.,computer engineering,67.0,0,Haryana,2012,345,465,515,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-4.1267,-0.2793,-0.1988,1.2374,-0.7615
300000,2013-10-01,assistant manager,Mumbai,m,1992-05-31,76.0,state,2009,66.0,state,2,B.Tech/B.E.,electronics engineering,56.24,1,Maharashtra,2013,710,570,545,-1.0,395,-1,407,-1,-1,-1,-1,-0.5899,-1.7856,-0.7585,-1.2486,-1.6273
300000,2014-10-01,programmer analyst,Chennai,m,1993-02-15,88.0,state,2010,90.0,state,2,B.Tech/B.E.,electronics and computer engineering,73.14,0,Andhra Pradesh,2014,500,495,665,0.991230625262871,535,-1,592,-1,-1,-1,-1,-0.159,0.2124,0.4711,1.0333,1.4386
230000,2014-06-01,it technician,hyderabad(bhadurpally),f,1991-10-21,75.3,state,2010,76.5,state,2,B.Tech/B.E.,computer science & engineering,72.56,1,Telangana,2014,500,290,330,0.488347976782714,405,-1,-1,-1,-1,-1,-1,1.9953,0.7119,0.3174,0.653,0.4805
145000,2013-08-01,technical support engineer,Navi Mumbai,m,1990-05-26,79.6,state,2008,78.0,state,2,B.Tech/B.E.,electronics & telecommunications,54.75,0,Maharashtra,2013,685,630,645,0.436962648056859,495,-1,-1,-1,-1,324,-1,-0.4463,0.3789,0.4711,-0.7415,0.4805
